2025-12-16 20:31:06,798:'h':
2025-12-16 20:31:06,802:'g':
2025-12-16 20:31:11,062:Key.ctrl_l:
2025-12-16 20:31:11,357:'\x14':
2025-12-16 20:31:15,869:'p':
2025-12-16 20:31:16,183:'y':
2025-12-16 20:31:16,446:'t':
2025-12-16 20:31:16,625:'h':
2025-12-16 20:31:16,861:'o':
2025-12-16 20:31:17,104:'n':
2025-12-16 20:31:24,898:Key.ctrl_l:
2025-12-16 20:31:25,383:'\x03':
